question 1
part 1
bsvalue:4.375599623

part 2
10	0.4350676237
11	0.4073839001
12	0.3776215266
13	0.3463097204
14	0.313877324
15	0.2806710744
16	0.2469705204
17	0.2130003528
18	0.1789405787
19	0.1449348746
20	0.1110974093
21	0.07751839731
22	0.04426860952
23	0.01140303208
24	0.4000927945
25	0.3871883686
26	0.3739513808
27	0.3604194374
28	0.3466276552
29	0.332608682
30	0.3183927577
31	0.3040078051
32	0.2894795395
33	0.2748315896
34	0.260085624
35	0.2452614795
36	0.2303772872
37	0.2154495961
38	0.2004934908
39	0.185522704
40	0.1705497219
41	0.1555858837
42	0.1406414743
43	0.12572581
44	0.1108473187
45	0.09601361314
46	0.08123155944
47	0.06650733933
48	0.05184650803
49	0.03725404708
50	0.02273441304
51	0.008291582069
52	0.3148954408
53	0.3070367584
54	0.2991224884
55	0.2911572165
56	0.2831453297
57	0.2750910213
58	0.2673786951
59	0.260253418
60	0.2530394688
61	0.2457438194
62	0.2383730352
63	0.2309333005
64	0.2234304416
65	0.2158699493
66	0.2082569986
67	0.2005964679
68	0.1928929568
69	0.1851508028
70	0.1773740964
71	0.1695666959
72	0.1617322408
73	0.1538741645
74	0.1459957062
75	0.1380999222
76	0.1301896958
77	0.1222677477
78	0.1143366449
79	0.1063988095
80	0.09845652628
81	0.09051195104
82	0.08256711724
83	0.07462394293
84	0.06668423701
85	0.05874970523
86	0.05082195574
87	0.04290250443
88	0.03499277986
89	0.02709412796
90	0.01920781645
91	0.01133503899
92	0.003476919141
93	0.2662874098
94	0.2613243617
95	0.2563383019
96	0.2513305928
97	0.2463025474
98	0.2412554311
99	0.2361904635
100	0.2311088198
101	0.2260116329
102	0.2208999947
103	0.2157749577
104	0.2106375361
105	0.2054887077
106	0.2003294148
107	0.1951605657
108	0.1899830359
109	0.1847976691
110	0.1796052788
111	0.1744066487
112	0.1692025343
113	0.1639936638
114	0.1587807389
115	0.1535644359
116	0.1483454065
117	0.1431242787
118	0.1379016577
119	0.1326781265
120	0.1274542471
121	0.1222305608
122	0.1170075888
123	0.1117858337
124	0.1065657793
125	0.1013478916
126	0.09613261939
127	0.09092039495
128	0.08571163443
129	0.0805067385
130	0.07530609288
131	0.07011006883
132	0.06491902367
133	0.05973330124
134	0.05455323234
135	0.04937913524
136	0.04421131601
137	0.03905006903
138	0.03389567731
139	0.02874841291
140	0.0236085373
141	0.01847630175
142	0.01335194759
143	0.00823570665
144	0.003127801491
145	0.2278433751
146	0.2242224453
147	0.2205965405
148	0.2169659643
149	0.2133310132
150	0.2096919761
151	0.206049135
152	0.2024027648
153	0.1987531335
154	0.1951005028
155	0.1914451275
156	0.1877872565
157	0.1841271321
158	0.180464991
159	0.1768010636
160	0.173135575
161	0.1694687442
162	0.1658007852
163	0.1621319064
164	0.1584623109
165	0.1547921969
166	0.1511217576
167	0.1474511812
168	0.1437806513
169	0.1401103469
170	0.1364404424
171	0.1327711077
172	0.1291025085
173	0.1254348064
174	0.1217681586
175	0.1181027186
176	0.1144386358
177	0.1107760557
178	0.1071151204
179	0.103455968
180	0.0997987332
181	0.09614354716
182	0.0924905377
183	0.08883982928
184	0.08519154314
185	0.08154579734
186	0.07790270686
187	0.07426238366
188	0.07062493673
189	0.06699047222
190	0.06335909342
191	0.05973090091
192	0.05610599256
193	0.05248446362
194	0.0488664068
195	0.04525191229
196	0.04164106784
197	0.0380339588
198	0.03443066821
199	0.03083127681
200	0.02723586314
201	0.02364450355
202	0.02005727225
203	0.01647424139
204	0.01289548112
205	0.009321059549
206	0.005751042902
207	0.002185495489
208	0.1968639465
209	0.1941638105
210	0.1914625363
211	0.1887602157
212	0.1860569394
213	0.1833527959
214	0.1806478726
215	0.1779422549
216	0.1752360271
217	0.1725292716
218	0.1698220694
219	0.1671145001
220	0.164406642
